,id,type,price,order date
0,IQ6JK2LB4,food,211.86731350256804,2018-05-30
1,RBKK0AJ21,clothes,372.5903791314389,2021-08-18
2,LL32YORT2,daily use,523.591183334675,2018-01-03
3,6L4PUMVRA,office supplies,416.0682708790563,2016-06-10
4,2TKPCYQQV,food,526.7713687915679,2016-12-23
5,C72QOXS7K,digital,396.3393912115468,2015-12-16
6,SQ0DUX3NP,digital,892.9249858615195,2019-12-07
7,1TX46OEVC,clothes,98.54419027424387,2021-05-15
8,NOM8M2BVA,office supplies,893.969194740369,2016-04-22
9,Z87DDKI9T,food,751.8318596185512,2015-06-17
10,CYSJC9ZOX,digital,274.8446803622373,2020-06-11
11,5J1XBIFDU,sports,574.9789067149239,2016-02-18
12,5JO2SW7EJ,sports,880.827798359276,2019-10-28
13,CM0A49FSL,daily use,503.55226333786476,2020-01-12
14,49LUEMTYT,food,752.804241131407,2018-05-31
15,8B7RP72S1,food,270.67195788075446,2015-01-29
16,DD9C7XD4Z,sports,839.548809229297,2015-04-28
17,FIVA7KZNF,clothes,35.54148990253003,2020-03-28
18,CQEK52W2R,clothes,997.5516231509337,2019-01-30
19,G2XOAJHID,daily use,871.0481720927461,2018-01-22
20,PMTELDUY1,digital,192.9181037942198,2016-03-26
21,8D9D8KLM7,food,665.0298265998143,2017-07-30
22,5CYTS6CTF,digital,288.3061630756687,2018-10-03
23,M3RWCX3JF,sports,330.59378932025953,2018-09-21
24,R63FGROCP,daily use,102.03971171029569,2021-09-28
25,1AURXVITM,office supplies,161.60001348754471,2019-03-31
26,CLLVHV21R,daily use,492.500552389962,2016-01-31
27,LG3GTQ64U,food,424.32659307679756,2017-12-15
28,SIWZW94I3,sports,95.23011060118102,2021-10-01
29,05YDF1V78,food,21.447088542427494,2015-08-15
30,3Y0RESYAU,office supplies,939.0767711268029,2016-07-23
31,TPMRLDU57,sports,418.07623595503907,2017-08-29
32,CRQ5E6Y5D,clothes,121.26676555580585,2018-11-14
33,Y0FNQ73IA,clothes,342.8378979207116,2019-05-15
34,T4MR0MQ71,office supplies,900.3966047892378,2020-07-17
35,9YY8W3CEB,clothes,948.663292027288,2017-01-21
36,KGHVZBE3O,digital,141.9735821287016,2021-08-12
37,Z06MFL46H,sports,799.0724909803184,2020-11-22
38,MV2AQRVVP,sports,837.0464052706977,2021-09-05
39,AXZOQIUEZ,clothes,683.4143823147267,2017-08-31
40,9NOB14N8S,daily use,285.35308705449745,2018-01-30
41,MCOCVK69Z,office supplies,392.1902197976203,2015-01-17
42,1USFSF5UF,digital,336.74880364930317,2018-09-19
43,AY3NAGQBT,daily use,234.4010584339411,2019-12-04
44,ASOF1A259,daily use,283.3159609158108,2016-05-14
45,Q78OV3DG8,sports,98.76073547362607,2016-04-01
46,CA1KG0DSD,clothes,753.0198162163239,2018-11-25
47,YTXKOGN36,digital,683.3618925347092,2017-01-11
48,WVZNEMJ5O,daily use,521.2401513782544,2019-08-12
49,EJZTGMMBL,office supplies,409.10649198956605,2018-11-28
50,VXJDN4X9C,daily use,346.1197303638541,2016-06-18
51,MWXVTAW3I,digital,848.7869489867587,2021-02-25
52,C0T8CLY9Z,sports,241.76408811162543,2017-07-19
53,4VHC9QN8L,daily use,411.844239002388,2021-08-19
54,KXFOU8LZB,digital,262.16891830915847,2018-02-23
55,A2JAR6A97,digital,309.29973468902097,2020-09-18
56,0CUZOBYTF,daily use,174.78875672859385,2017-01-31
57,8Y6EZD87L,food,847.9613370226313,2015-02-13
58,JYRB0QUHH,digital,852.7045452263253,2016-11-06
59,4O520DI1C,office supplies,777.1490593872466,2017-08-29
60,7OO6IKUTA,office supplies,436.06104534718014,2015-03-17
61,6SQ6VM33J,clothes,143.14321325758783,2019-01-24
62,U952LXQE5,food,929.24159547436,2020-08-13
63,W6DFFFPJC,daily use,912.2678651865481,2019-06-13
64,EYFJJSZHY,food,367.1692305443768,2017-07-26
65,TVMVSDKYY,office supplies,377.19942002627204,2021-02-27
66,6BCWKJLV3,digital,248.16889722332402,2019-08-03
67,0IEIDNHPQ,digital,269.6576363643526,2017-01-16
68,GN8JD7K2V,office supplies,993.6056589115773,2020-10-20
69,UIFM7PAK3,sports,75.98318009225602,2019-09-27
70,5KY7FNAH5,office supplies,688.3989853322474,2017-03-19
71,Y012MK26U,food,496.40284207160204,2020-01-08
72,IM76GIFJD,digital,67.55302615992397,2016-06-04
73,8WCDV11UA,food,371.2932633499021,2019-04-06
74,W954K4A1C,sports,660.8389939939545,2016-01-20
75,YRP8FA658,sports,189.26541394772323,2018-03-01
76,GVA9Z6BER,food,340.6970894602247,2015-03-16
77,KOVT9ARWW,food,124.05173787679347,2019-12-13
78,TPJ3S7RQT,clothes,431.84991667966557,2018-09-06
79,JI7S09TKM,clothes,190.39174125330604,2019-04-18
80,W1816BEP2,food,834.570486285894,2018-03-10
81,MPMHJ7PDR,daily use,304.60922218660335,2019-04-03
82,ICEEH9W4R,daily use,545.7551065151061,2019-07-05
83,4QOMBH85A,clothes,614.2852585399745,2020-03-16
84,W80BGJ3VF,daily use,368.1997068888221,2016-11-22
85,JM0JPPFYU,sports,707.1990969357056,2017-12-26
86,HHK516E2A,daily use,241.15627919300454,2017-08-25
87,QTPPV3NZK,food,703.4401345151574,2015-10-20
88,M1TNM3RA4,clothes,416.37083069477666,2016-02-18
89,VGL7EPLRE,digital,255.3894742186934,2015-06-13
90,NSQNKTGYK,clothes,285.6003653158421,2021-06-16
91,Y0E0ZUXOF,food,460.0402380520234,2019-02-07
92,QZZ8JSZOB,clothes,827.2040896227576,2016-06-27
93,6N8WXVCLB,sports,176.84017861439938,2018-09-09
94,9OPM2CN24,food,240.4746707967288,2018-12-01
95,QX69OX2IE,daily use,392.9898270014316,2015-08-09
96,E8NX2RWTW,office supplies,903.2896443883125,2015-01-24
97,0K705YBT8,clothes,286.19059514889165,2017-09-09
98,G6I2OC4XL,food,919.8071051870461,2021-11-30
99,EPKTW4CV9,food,482.26177130675296,2015-11-17
100,WZB7FPVYF,daily use,308.5225956893787,2021-12-22
101,HFCHUSDSV,clothes,565.4340948992603,2016-03-22
102,2KDR3GAHI,daily use,994.0618002994781,2019-02-23
103,20ZD2IWZT,sports,668.6632442170967,2018-07-15
104,2K97HRTT2,sports,737.5541550041372,2019-08-19
105,6HAV393U1,sports,213.70485729681766,2019-08-05
106,P6HH0RQL7,daily use,967.4840192844475,2015-01-08
107,5HX3QW8FK,daily use,224.18008119374267,2015-12-15
108,03F3IOM5A,office supplies,980.2242771409135,2018-05-17
109,I0Q2MF710,food,630.0164854379082,2017-07-10
110,H7KGKU738,clothes,111.26154133785981,2016-10-05
111,SDQP8PNRR,food,13.804548812760942,2015-06-24
112,UD6ZQL1YL,sports,894.0102079457487,2017-06-15
113,ST9JA6GN4,food,988.870723557201,2016-03-02
114,TVZDSFFII,office supplies,666.8928566154902,2018-06-03
115,OE99EOUJV,daily use,603.0778087966935,2020-03-21
116,W1NM3YSYG,office supplies,66.27835294736207,2018-03-14
117,B1GPIL8TE,office supplies,308.89959114132915,2019-03-20
118,TIYFMIJTC,office supplies,40.65860406711253,2021-12-04
119,F19OZXFN1,clothes,4.85181119802891,2018-05-19
120,C9G1OJOUJ,daily use,33.97869106274343,2015-04-06
121,1AZ43WRE7,digital,32.931759745058685,2020-07-10
122,5F7VPIOWS,clothes,447.2418554500207,2021-05-31
123,1PS55H0ZU,sports,358.11047718765434,2016-09-05
124,HNB03DRF3,clothes,244.38502608498004,2015-09-27
125,SPLGVIYHR,sports,784.6164796643926,2016-10-04
126,FSADUP87H,food,48.057790703375346,2016-12-01
127,64OF6KL2K,clothes,593.7853578524944,2019-04-17
128,4X2XV3UZD,digital,212.42153441209865,2021-07-16
129,KO92U7I0D,office supplies,122.84072101436583,2017-01-22
130,EQSKPDNHH,daily use,66.02714891329752,2017-05-13
131,MVXX7XWCW,daily use,474.4138751289363,2015-09-30
132,5XD5RBRR5,digital,496.0065391447743,2021-12-15
133,BNW1XVVJP,sports,740.1199868251296,2019-05-20
134,XM2MF17EM,daily use,676.8792327096519,2019-02-27
135,ASI1T36D3,food,377.55788162232926,2018-03-16
136,5CH56ZXHI,food,866.8171174343868,2017-06-24
137,YIBLN278H,daily use,299.8425582376108,2020-05-26
138,VB6XKLC39,food,430.2843533826439,2018-11-03
139,VCVOKI4P9,office supplies,494.3262106448607,2019-07-07
140,5ZHPCOQSD,clothes,559.1547030024635,2019-09-10
141,01RZP42OV,digital,538.0942630709546,2015-09-15
142,WT8MRZ3KF,digital,466.47321927140985,2019-03-06
143,FBXS3OA1Z,food,53.71455784334034,2018-12-08
144,PI45944ZD,daily use,15.117490714330216,2016-03-07
145,BOR4ZS5L9,digital,271.64336445209545,2021-12-09
146,W0HRM2WRM,office supplies,167.30296527821397,2016-08-16
147,3MTL69RZ3,digital,774.6627149586682,2021-01-18
148,7EKLJPDB0,office supplies,783.379484169712,2021-08-02
149,0EF6VACI0,food,773.741674356278,2021-07-13
150,TE3KD6BVP,clothes,762.1443485919629,2017-11-29
151,GKVLCF3S5,office supplies,466.98254927000147,2021-07-30
152,H8LWT1LM9,daily use,35.147473976086864,2019-07-24
153,X6YDNQL6T,food,156.73692377808922,2016-05-21
154,A3S7TQNJQ,office supplies,830.5192611178308,2018-03-24
155,ZVW20N9ZJ,clothes,471.7929522990538,2017-01-23
156,PC22TAT59,office supplies,707.0076530051888,2015-07-31
157,L1JN016GS,food,623.4843243370909,2018-04-15
158,ZEQ8X73S0,daily use,581.0705755843964,2017-11-18
159,OWPTNJ7Y2,daily use,896.5215285284203,2020-10-06
160,A83ZKHDHN,office supplies,945.1571696888199,2016-06-18
161,6YV16QIIO,food,718.9517766535794,2019-09-23
162,W3W3ZEAN1,food,638.7719140008548,2017-10-08
163,UFQQ3OEZK,office supplies,703.5609016688533,2019-08-30
164,F9DF5R3BJ,sports,470.6022705215677,2016-01-07
165,S0NO4DEAN,sports,302.4320273325229,2020-03-03
166,81RMNCQ0U,daily use,887.2979517897188,2016-08-15
167,746WUA4UN,daily use,499.1233480309975,2017-09-19
168,U6GOFT5RV,digital,349.3599038261515,2018-02-05
169,00Z71N5HP,digital,203.08961975818772,2015-06-14
170,GWX9Q7LFN,sports,785.4147229927319,2020-02-22
171,8YY9JS2Y0,clothes,671.0190061994587,2021-06-29
172,EFFHEX88N,daily use,663.6055296714077,2015-02-24
173,RNRWOS7OO,daily use,311.2491667038589,2016-09-01
174,TYRA9SHZ4,clothes,144.20358211390726,2018-06-05
175,T1M7R2229,sports,623.8870372361188,2018-11-15
176,8RO4OTCDP,digital,878.068803121087,2021-07-14
177,ZBQDD15PR,sports,513.0130653801015,2018-11-29
178,WA8WPDIB0,clothes,637.4586370854413,2019-12-30
179,GZDASV9KQ,office supplies,695.9348010101493,2021-11-01
180,8TRDL84P9,office supplies,600.8393917005636,2019-01-24
181,KC17GG8MU,sports,456.7833806165338,2016-09-15
182,4PZG2NBF4,digital,687.0136326076699,2019-03-15
